"Date","Time","Bin","Lat","Long","Observer","object","size"
2011-02-23,18991230,"A",41.354844,-71.543237,"KW",7869,1
2011-11-26,18991230,"B",41.355817,-71.459151,"JV",7885,1
2011-05-13,18991230,"B",41.357558,-71.176187,"JV",7914,1
2011-12-04,18991230,"A",41.357971,-71.54369,"KW",7924,1
2011-11-26,18991230,"C",41.358953,-71.335619,"KW",7936,2
2011-05-02,18991230,"B",41.359014,-71.090512,"KW",7938,1
2011-05-02,18991230,"A",41.359219,-71.208941,"KW",7945,1
2011-04-07,18991230,"B",41.359765,-71.045209,"JV",7954,1
2011-01-28,18991230,"A",41.360344,-71.050331,"KW",7961,1
2011-04-19,18991230,"A",41.36156,-71.252746,"KW",7972,5
2011-03-15,18991230,"A",41.361692,-71.211615,"KW",7975,1
2011-05-13,18991230,"A",41.363025,-71.291235,"JV",7982,2
2011-05-02,18991230,"A",41.363643,-71.209294,"JV",7990,1
2011-03-15,18991230,"B",41.363717,-71.211691,"KW",7991,1
2011-05-02,18991230,"A",41.364594,-71.090662,"KW",8003,1
2011-01-28,18991230,"A",41.364807,-71.050218,"KW",8007,1
2011-12-04,18991230,"B",41.365011,-71.046903,"KW",8009,2
2011-11-26,18991230,"B",41.365631,-71.336183,"KW",8014,1
2011-01-28,18991230,"B",41.366579,-71.419999,"KW",8020,1
2011-02-23,18991230,"B",41.367956,-71.170632,"KW",8033,1
2011-12-04,18991230,"Not recorded",41.368149,-71.170574,"Ellen",8034,1
2011-11-26,18991230,"B",41.368244,-71.458305,"JV",8036,1
2011-05-02,18991230,"A",41.369059,-71.338192,"JV",8043,1
2011-02-23,18991230,"A",41.3739,-71.296551,"KW",8077,3
2011-04-07,18991230,"B",41.373937,-71.175662,"KW",8079,3
2011-11-26,18991230,"A",41.374042,-71.336697,"JV",8081,1
2011-04-19,18991230,"A",41.374628,-71.254903,"KW",8086,1
2011-05-13,18991230,"A",41.374934,-71.042779,"JV",8087,1
2011-01-28,18991230,"A",41.375053,-71.293947,"KW",8089,1
2011-01-28,18991230,"A",41.376636,-71.419194,"KW",8100,1
2011-05-13,18991230,"A",41.377103,-71.291769,"JV",8106,1
2011-12-13,18991230,"B",41.377495,-71.088707,"Ellen",8112,1
2011-01-28,18991230,"A",41.377514,-71.170844,"JV",8113,1
2011-02-23,18991230,"A",41.377764,-71.047154,"JV",8114,1
2011-05-02,18991230,"A",41.377957,-71.09121,"KW",8116,1
2011-12-13,18991230,"A",41.378273,-71.337836,"Ellen",8119,1
2011-05-02,18991230,"B",41.381278,-71.091388,"JV",8139,1
2011-05-13,18991230,"A",41.381883,-71.179086,"KW",8144,2
2011-04-07,18991230,"B",41.382234,-71.176178,"KW",8146,1
2011-02-23,18991230,"A",41.382598,-71.297389,"JV",8151,1
2011-01-28,18991230,"A",41.382683,-71.29399,"KW",8152,1
2011-02-23,18991230,"B",41.382911,-71.047476,"KW",8154,1
2011-12-13,18991230,"A",41.382928,-71.08926,"KW",8155,1
2011-12-13,18991230,"A",41.384799,-71.338157,"KW",8177,1
2011-02-23,18991230,"A",41.384974,-71.047597,"KW",8180,2
2011-05-31,18991230,"A",41.385145,-71.132865,"KW",8183,1
2011-04-19,18991230,"B",41.386158,-71.133589,"JV",8189,1
2011-04-07,18991230,"A",41.387333,-71.176446,"KW",8195,1
2011-11-26,18991230,"B",41.388212,-71.090633,"KW",8201,1
2011-05-13,18991230,"A",41.388567,-71.180127,"KW",8203,1
2011-01-28,18991230,"B",41.389355,-71.294302,"KW",8210,1
2011-05-13,18991230,"B",41.38968,-71.180192,"JV",8214,1
2011-12-13,18991230,"A",41.390266,-71.08983,"Ellen",8218,1
2011-02-23,18991230,"B",41.3911,-71.047909,"JV",8224,1
2011-05-02,18991230,"A",41.391323,-71.211944,"JV",8226,3
2011-03-15,18991230,"A",41.391437,-71.340444,"JV",8228,1
2011-04-07,18991230,"A",41.392416,-71.176723,"KW",8236,1
2011-05-13,18991230,"A",41.394264,-71.295934,"KW",8252,1
2011-02-07,18991230,"A",41.395975,-71.13356,"KW",8268,1
2011-02-07,18991230,"B",41.395975,-71.13356,"KW",8269,1
2011-01-28,18991230,"A",41.395979,-71.295145,"KW",8270,1
2011-02-23,18991230,"A",41.396452,-71.174519,"KW",8273,1
2011-01-28,18991230,"A",41.398134,-71.295448,"JV",8284,1
2011-12-04,18991230,"A",41.399037,-71.049495,"KW",8288,1
2011-03-15,18991230,"A",41.399649,-71.089884,"JV",8291,1
2011-04-19,18991230,"A",41.399808,-71.133993,"JV",8292,1
2011-12-04,18991230,"A",41.399993,-71.049605,"Ellen",8294,1
2011-11-26,18991230,"C",41.400168,-71.215056,"KW",8296,1
2011-03-04,18991230,"A",41.400275,-71.38149,"KW",8297,1
2011-12-04,18991230,"A",41.400279,-71.297381,"KW",8298,1
2011-01-28,18991230,"B",41.400283,-71.295709,"KW",8299,1
2011-02-17,18991230,"B",41.401906,-71.21476,"KW",8311,1
2011-03-04,18991230,"B",41.402482,-71.256161,"KW",8313,1
2011-02-17,18991230,"A",41.402884,-71.214871,"JV",8314,1
2011-10-07,18991230,"A",41.403035,-71.295589,"JV",8317,1
2011-12-13,18991230,"B",41.404925,-71.090915,"KW",8328,2
2011-12-13,18991230,"A",41.405191,-71.339317,"KW",8330,1
2011-05-31,18991230,"A",41.405439,-71.258679,"JV",8331,1
2011-12-04,18991230,"B",41.406699,-71.050179,"KW",8338,1
2011-02-23,18991230,"B",41.406702,-71.299018,"KW",8339,1
2011-12-13,18991230,"A",41.406727,-71.091128,"KW",8341,1
2011-05-13,18991230,"B",41.406937,-71.17975,"JV",8344,1
2011-02-23,18991230,"A",41.407832,-71.179227,"KW",8348,1
2011-02-23,18991230,"A",41.409596,-71.299333,"JV",8359,1
2011-02-23,18991230,"A",41.409596,-71.299333,"KW",8360,1
2011-05-31,18991230,"A",41.411099,-71.133532,"KW",8367,2
2011-05-13,18991230,"A",41.412484,-71.17951,"KW",8379,1
2011-03-04,18991230,"A",41.413079,-71.25722,"KW",8385,1
2011-05-02,18991230,"A",41.413209,-71.213561,"KW",8388,2
2011-12-04,18991230,"B",41.415229,-71.050602,"Ellen",8403,1
2011-03-04,18991230,"B",41.415363,-71.138169,"KW",8405,1
2011-04-07,18991230,"A",41.415992,-71.049895,"JV",8408,1
2011-02-07,18991230,"A",41.416184,-71.135705,"KW",8410,1
2011-04-19,18991230,"Not recorded",41.416225,-71.257094,"KW",8411,5
2011-04-07,18991230,"B",41.418129,-71.177057,"KW",8420,1
2011-05-31,18991230,"A",41.418736,-71.259123,"JV",8428,5
2011-01-28,18991230,"A",41.418825,-71.298705,"KW",8429,1
2011-01-28,18991230,"A",41.419631,-71.176603,"KW",8431,1
2011-05-13,18991230,"A",41.42017,-71.179117,"KW",8433,1
2011-03-04,18991230,"A",41.421166,-71.138749,"KW",8435,2
2011-05-02,18991230,"B",41.421337,-71.214999,"JV",8436,1
2011-02-17,18991230,"A",41.423632,-71.21658,"KW",8445,1
2011-02-07,18991230,"B",41.425615,-71.136734,"KW",8450,1
2011-05-02,18991230,"A",41.427111,-71.215704,"JV",8454,1
2011-03-15,18991230,"A",41.428511,-71.223392,"KW",8461,1
2011-03-15,18991230,"B",41.428511,-71.223392,"JV",8462,2
2011-04-19,18991230,"A",41.429149,-71.134253,"KW",8466,1
2011-02-07,18991230,"A",41.429156,-71.13699,"KW",8467,1
2011-12-13,18991230,"A",41.429364,-71.21798,"Ellen",8469,1
2011-05-02,18991230,"B",41.433597,-71.093468,"JV",8479,2
2011-01-28,18991230,"B",41.433671,-71.176872,"JV",8480,1
2011-01-28,18991230,"A",41.436002,-71.177059,"KW",8486,1
2011-05-31,18991230,"A",41.44053,-71.135773,"KW",8507,1
2011-05-02,18991230,"A",41.447182,-71.094995,"KW",8521,1
2011-12-13,18991230,"B",41.448622,-71.094746,"KW",8531,1
2011-03-04,18991230,"B",41.448954,-71.140156,"JV",8533,9
2011-02-17,18991230,"B",41.450334,-71.096082,"JV",8535,1
2011-11-26,18991230,"A",41.451683,-71.095852,"JV",8538,1
2011-02-17,18991230,"B",41.452624,-71.095964,"JV",8542,3
2011-05-02,18991230,"A",41.453894,-71.095438,"KW",8544,1
2011-11-26,18991230,"A",41.454617,-71.095878,"JV",8549,1
2011-03-04,18991230,"B",41.456886,-71.140251,"JV",8557,4
2011-12-13,18991230,"B",41.457758,-71.095389,"KW",8561,2
2011-03-15,18991230,"A",41.458845,-71.096414,"KW",8562,1
2011-03-04,18991230,"A",41.464722,-71.139945,"KW",8576,1
